Date found,Store name,Store URL,Niche,Country,Contact name,Email,Instagram,LinkedIn,Contact page URL,Product issue noticed,Outreach channel,Message sent date,Follow-up date,Reply status,Audit requested,Audit sent date,Interest level,Pricing feedback,Objections,Next step
,,,,,,,,,,,,,,,,,,,,
